29389.0 2	9786.0 3	0123.0 3	0051.0 2	9754.0 3	0030.0 2	9575.0 2	9392.0 2	9248.0 2	8775.0 2	8750.0 2	8842.0 2	8818.0 2	9313.0 2	8998.0 2	8906.0 2	8946.0 2	8498.0 2	8668.0 2	8647.0 2	8401.0 2	8693.0 2	9344.0 2	9774.0 2	9781.0 2	9926.0 3	0781.0 3	1627.0 3	2288.0 3	2352.0 3	2714.0 3	2235.0 3	2176.0 3	2328.0 3	2566.0 3	2348.0 3	2989.0 3	3411.0 3	3370.0 3	2993.0 3	2848.0 3	2688.0 3	2807.0 3	3107.0 3	3875.0 3	3641.0 3	3745.0 3	4076.0 3	5140.0 3	6644.0 3	7087.0 3	6200.0 3	4797.0 3	3701.0 3	3489.0 3	3328.0 3	2735.0 3	2605.0 3	2316.0 3	1996.0 3	1605.0 3	0962.0 3	0813.0 3	0601.0 2	9981.0 2	9458.0 2	9597.0 2	9388.0 2	9072.0 2	9221.0 2	9042.0 2	9047.0 2	8501.0 2	8082.0 2	7480.0 2	7290.0 2	6472.0 2	5950.0 2	5175.0 2	4597.0 2	3946.0 2	3333.0 2	2728.0 2	2693.0 2	2270.0 2	2116.0 2	2076.0 2	1986.0 2	1840.0 2	1794.0 2	1741.0 2	1481.0 2	1219.0 2	0735.0 2	0545.0 2	0004.0 1	9467.0 1	8615.0 1	8013.0 1	7568
33213	32765	32113	31582	31461	31585	31290	31140	30621	29966	29385	28754	27833	26881	25527	24378	23483	23013	22306	22334	22841	23565	24698	25754	26117	26082	25760	25576	25128	24795	24374	24555	24737	24567	24487	24240	24038	23490	23350	23026	22995	23019	23181	22793	22425	21928	21436	21367	21125	21456	21727	22007	22360	22347	21976	22096	21288	21366	21542	21694	21797	22055	21829	21724	21743	21393	21334	21731	21771	21692	21540	21585	21558	21975	21611	21256	21331	21079	21018	21126	21318	20983	20996	20663	21268	21821	22021	22221	22250	21944	22216	22302	22630	22998	22956	23136	23390	23186	23519	23441
32988	32523	32124	31640	31497	31435	31193	31501	31149	30757	29803	28870	27696	27038	25690	24990	23820	23288	22743	22005	22055	22965	23862	24370	25355	25402	25469	25233	25287	24761	24827	24773	25006	24879	24798	24613	24228	24133	23847	23643	23645	23725	23152	23125	22433	21875	21153	20576	21016	21238	21355	21606	21798	21576	21812	21263	21137	21198	21234	21763	21853	21875	21516	21399	21044	21162	21291	21435	21421	21310	21388	21229	21506	21419	21304	20756	20479	20515	20297	20152	20397	20443	20454	20391	20681	20979	21457	21243	21724	21465	21626	21685	21571	21934	22188	22612	22645	23110	23146	23528
32967	32221	31861	31696	31335	30887	31357	31793	31329	30638	29569	28696	27663	26446	25759	25208	24252	23484	23036	22458	22515	22798	23255	24006	24280	24745	25108	25163	25207	25193	24831	25265	25041	24950	24888	24511	24030	24043	24367	23949	24090	24125	23563	22890	22214	21727	20887	20984	21039	20976	21134	21487	21405	21538	21357	21166	20815	20690	20893	21059	21462	21453	21626	20919	20959	20965	20784	20838	20880	20856	20722	20951	20916	21017	20824	20354	19930	19838	19821	19572	19605	19935	19895	20080	20149	20673	21002	21190	21226	21308	21027	20741	20929	21050	21435	22254	22502	22481	22803	22596
32815	32217	31376	30779	30715	30837	30936	31373	31443	30638	29993	28254	27098	26363	25369	24793	23981	23652	23332	22529	22533	22605	23159	23644	24260	24567	24643	24778	24269	24333	25139	24526	25033	24718	24432	24623	24064	24529	24518	24673	24612	24006	23884	22762	21995	21266	20957	20550	20727	20744	21178	20945	20999	20909	20979	20878	20468	20539	20254	20698	20919	21003	21362	21041	20408	20411	20388	20177	20181	20004	19923	20257	20466	20345	20344	20142	19285	18872	18853	19061	19110	19434	19424	19597	20277	20262	20075	20709	20917	20758	20694	20314	20201	20268	20941	21527	21702	22062	21936	21500
32253	31760	30919	30634	30191	30341	31123	31097	31588	30901	29782	28777	27222	25733	24607	24117	23921	23511	23454	23652	23302	23198	23300	23705	23916	24047	23956	23888	23971	24045	24080	24938	25233	24468	24188	23923	23991	24081	24382	24460	24382	24138	23206	22138	21559	21161	20899	20577	20584	20638	20411	20883	20893	20588	20730	20361	20014	19772	20002	20021	20203	21077	20987	21020	20714	20198	19727	19480	19203	19077	19112	19446	19447	19656	19462	19478	18836	18522	18471	18454	18628	19374	19301	19453	19729	20205	20066	20083	20401	20517	20293	20253	20462	20530	20715	21019	21298	21139	20884	20582
31794	30973	31131	30461	30616	30707	30929	31296	31524	31329	30708	29098	27792	25843	24481	23435	23541	23510	23595	23299	23516	24019	23932	23743	23561	23338	23623	23434	23185	23415	23904	24535	24124	24078	23542	23348	23060	23310	23798	24010	23924	23309	22305	21653	21039	20619	20427	20524	20267	20482	20275	19986	20010	20011	19628	19821	19286	19594	19100	19659	20340	20571	21045	20913	20083	19633	18955	18873	18502	18604	18584	18378	18548	18795	18646	18589	18288	18119	18275	18422	18734	18923	19395	19703	19674	19889	19991	19693	19777	20065	19857	20231	20003	20446	20561	20668	20824	20776	19979	19222
31435	30828	30645	30790	30869	31261	31644	32051	31752	31589	31021	29578	27928	25881	24543	23576	23069	23141	23172	23410	23944	23962	23573	23483	23180	23246	23020	23067	23157	23147	23516	23792	23671	23322	22826	22487	22549	22658	22760	23135	22522	22061	21703	21259	20681	20262	20381	20129	20154	20293	20318	19953	19624	19553	19672	19066	19205	18796	19020	19094	19491	20124	20739	20175	19696	19199	18898	18434	18135	17831	17797	17784	18021	18353	18650	18390	18159	18086	18191	18163	18842	18983	18964	19220	19192	19229	19208	19187	19238	19460	19789	19771	20140	20274	20519	20534	19967	19622	19127	18483
31398	30983	30915	31215	31758	32338	32971	32741	32411	31617	30819	29653	27903	26095	24149	22837	22517	22628	22712	23533	23909	23507	23768	23407	23102	22781	22827	22941	22623	22834	22849	22837	22851	22597	22097	21888	21763	21536	21793	21520	21840	21431	20797	20470	20341	20259	20241	20156	20282	20024	20087	19673	19471	19320	18842	19145	18789	18552	18492	18577	19123	19576	19696	19528	18984	18408	18251	18217	17891	17778	17501	17492	17716	18143	18171	18357	18237	17784	17967	18173	18321	18815	18964	19054	19171	19122	18953	18934	18563	19119	19338	19593	19810	19939	19748	19757	19434	18696	18279	18002
31414	31329	31117	31377	31854	32344	32352	32536	32118	31275	30152	28983	27522	25250	23153	22579	22177	22343	22875	23259	23581	23879	23457	23249	23039	23150	23267	22937	22659	22318	22022	21809	21857	21424	21358	20927	20696	20546	20699	20761	20580	20668	20507	20433	20119	20037	19786	19870	20052	20009	19881	19709	19290	19209	19057	18621	18583	18645	18489	18521	18608	18443	18617	18827	18530	18404	18310	18200	18028	17532	17603	17367	17899	18226	18545	18479	18036	17938	17868	18021	18178	18207	18758	18689	18384	18508	18495	18493	18780	18710	19186	19324	19118	19101	18918	18877	18162	18072	17878	17716
31545	31067	31933	31712	32141	32266	32550	32040	31343	30713	29506	28005	26184	24793	23246	22204	21828	21843	22163	23098	23459	23620	23729	23346	23172	23221	23153	23326	22694	22207	21396	21173	20732	20788	20474	20556	20315	20288	20105	20151	20205	19970	20031	20141	19721	19665	19670	19785	19671	19913	19508	19427	19421	18976	19022	18839	18686	18691	18343	18404	18155	18127	18282	18224	18103	18152	18422	18039	18020	17916	17447	17780	17540	17879	18230	18547	18307	17796	17632	17965	18194	18047	18160	18030	18398	18374	18356	18508	18546	18844	19028	19093	18830	18536	18334	17916	17849	17685	17412	17682
32033	31598	31060	31433	31742	31729	31823	31359	30478	29712	28439	27060	25166	23367	22333	21315	21287	21435	22066	22409	23082	23323	23375	23275	23441	23006	23436	23143	22501	21636	20711	20174	19951	19914	19948	19922	19932	19826	19865	19607	19878	19949	19832	19885	19652	19515	19653	19784	19803	19609	19390	19312	19119	19140	18977	19156	18837	18640	18755	18059	18210	17982	17920	17807	17948	17940	18038	17868	18088	18041	17722	17404	17636	17645	18054	17814	17857	17697	17450	17505	17365	17859	17917	17869	17774	18009	18364	18279	18457	18921	19153	18621	18492	17799	17383	17103	17124	17214	17529	17746
31478	31460	31111	31090	31019	31038	31354	30729	30035	29376	27796	25993	24738	23158	22054	21362	20971	21171	21610	22107	22677	22941	23069	23481	22967	23102	23263	23198	22134	21459	20423	19975	19503	19485	19521	19524	19550	19477	19617	19637	19501	19764	19655	19593	19730	19992	20003	20152	20195	20240	19845	19553	19447	19417	19386	19513	19213	18872	18527	18293	17943	17697	17915	17895	17830	17817	17967	18044	17912	17905	17789	17582	17290	17423	17533	17592	17521	17364	17075	17222	17363	17480	17365	17531	17739	17819	18211	18353	18453	18540	18350	18040	17894	17353	17166	17231	17110	17250	17469	18014
31466	30637	30232	30308	30246	30341	30016	29932	29118	28112	27014	25577	23892	22720	21545	21025	20742	20926	21290	21551	21974	22586	22737	22710	23245	23479	22903	22582	21919	20790	20301	19566	19450	19244	19249	19245	19342	19283	19189	19363	19437	19411	19545	19655	19627	20315	20696	20993	21136	20695	20227	19773	19471	19302	19589	19693	19429	19020	18555	17975	17978	17949	17961	18046	17925	17931	17940	18079	18111	18015	17924	17619	17496	17345	17238	17203	17348	17213	17207	16823	16853	16962	17184	17230	17346	17570	18053	18043	18516	18236	18233	17891	17545	17260	17066	16714	16903	16914	17259	17657
30646	30198	29433	29536	29555	29487	28984	28732	27887	26899	25958	24807	23135	21968	21396	20730	20672	20567	21188	21273	21894	22039	22378	22527	22409	22411	22176	22029	21157	20393	19810	19014	19204	19204	18586	18971	19012	19181	19165	19444	19317	19348	19655	19761	19964	20507	21236	21604	22016	21295	20987	20079	20031	19850	19957	19466	19331	19245	18765	18430	18055	17952	17863	17993	17773	17947	17992	18032	17934	18000	17767	17388	17515	17141	17188	17243	17011	16948	16791	16975	16905	16753	16570	16639	17061	17253	17298	17894	17870	17690	17740	17487	17374	17011	16787	16788	16840	16822	16869	17243
30045	29134	28986	28411	28282	28265	28056	27734	26931	26161	24911	23741	22964	21822	21112	20751	20495	20526	20528	21048	21341	21579	21809	21559	21602	21713	21577	21084	20528	19766	19496	19096	19011	18715	19035	18782	19140	19237	19213	19222	18769	19263	18943	19564	19915	20450	21260	21798	22071	21580	20996	20401	19999	20097	19728	19505	19614	19247	18890	18548	18217	18463	18131	18132	17949	18006	18088	18072	17937	17432	17484	17478	17133	17070	16983	17068	16968	17002	16761	16620	16515	16239	16251	16722	16757	16740	17287	17512	17641	17935	17645	17457	17045	16850	16899	16706	16429	16468	16744	16701
28660	28428	27935	27964	27506	27320	27099	26159	25955	24764	23958	22849	22180	21684	20910	21052	20562	20594	20376	20751	20921	20753	20864	21072	20985	20906	20763	20379	19877	19374	19223	19102	18978	18719	18386	18937	18870	19041	19421	19150	19100	18875	19046	19088	19597	20172	20526	21379	21440	21445	20865	20273	19842	19705	19706	19443	19146	19158	19028	18648	18748	18303	18356	18125	18040	17814	17773	18094	17634	17687	17576	17460	17401	17289	16928	16980	16977	16838	16629	16467	16468	16185	16537	16570	16430	16614	16763	17190	17279	17536	17499	17253	17313	16874	16750	16620	16431	16504	16449	16461
